"Infants lacking immunization, measles (% of one-year-olds)"
"41"," Portugal","15.0","6.0","13.0","7.0","4.0","3.0","3.0","2.0","2.0"
"33"," Qatar","21.0","13.0","9.0","1.0","1.0","2.0","3.0","1.0","1.0"
"50"," Romania","8.0","7.0","2.0","3.0","5.0","7.0","6.0","8.0","11.0"
"49"," Russian Federation","","15.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0"
"159"," Rwanda","17.0","16.0","26.0","11.0","5.0","5.0","3.0","3.0","2.0"
"74"," Saint Kitts and Nevis","1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","7.0"
"92"," Saint Lucia","18.0","6.0","12.0","6.0","5.0","9.0","1.0","1.0","1.0"
"99"," Saint Vincent and the Grenadines","4.0","1.0","4.0","3.0","1.0","3.0","6.0","1.0","1.0"
"104"," Samoa","11.0","4.0","7.0","43.0","39.0","33.0","15.0","1.0","9.0"
"0"," San Marino","100.0","3.0","26.0","6.0","32.0","17.0","13.0","26.0","43.0"
"142"," Sao Tome and Principe","29.0","26.0","31.0","12.0","8.0","9.0","8.0","9.0","8.0"
"38"," Saudi Arabia","12.0","6.0","6.0","3.0","2.0","2.0","2.0","2.0","2.0"
"162"," Senegal","49.0","20.0","52.0","26.0","19.0","16.0","17.0","16.0","20.0"
"66"," Serbia","","14.0","11.0","4.0","5.0","7.0","13.0","8.0","14.0"
"63"," Seychelles","14.0","3.0","3.0","1.0","1.0","1.0","2.0","3.0","1.0"
"179"," Sierra Leone","100.0","100.0","63.0","29.0","19.0","17.0","16.0","17.0","22.0"
"5"," Singapore","16.0","3.0","4.0","4.0","5.0","5.0","5.0","5.0","5.0"
"40"," Slovakia","","1.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0"
"25"," Slovenia","","7.0","5.0","6.0","5.0","4.0","5.0","6.0","6.0"
"156"," Solomon Islands","30.0","32.0","9.0","13.0","15.0","10.0","1.0","7.0","7.0"
"0"," Somalia","70.0","66.0","76.0","65.0","54.0","54.0","54.0","54.0","54.0"
"119"," South Africa","21.0","24.0","28.0","37.0","26.0","22.0","21.0","34.0","30.0"
"181"," South Sudan","","","","","","38.0","48.0","70.0","78.0"
"27"," Spain","1.0","10.0","6.0","3.0","5.0","3.0","3.0","5.0","4.0"
"73"," Sri Lanka","20.0","13.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"165"," Sudan","43.0","49.0","42.0","31.0","10.0","13.0","15.0","15.0","14.0"
"97"," Suriname","35.0","15.0","16.0","9.0","10.0","15.0","27.0","7.0","15.0"
"148"," Swaziland","15.0","6.0","8.0","7.0","6.0","13.0","23.0","15.0","14.0"
"14"," Sweden","4.0","3.0","9.0","4.0","3.0","3.0","3.0","3.0","3.0"
"2"," Switzerland","10.0","17.0","18.0","13.0","8.0","7.0","7.0","7.0","7.0"
"149"," Syrian Arab Republic","13.0","15.0","16.0","19.0","18.0","20.0","39.0","42.0","46.0"
"129"," Tajikistan","","30.0","12.0","15.0","6.0","2.0","6.0","8.0","2.0"
"151"," Tanzania (United Republic of)","20.0","22.0","22.0","9.0","8.0","7.0","3.0","1.0","1.0"
"87"," Thailand","20.0","9.0","6.0","4.0","2.0","2.0","2.0","1.0","1.0"
"82"," The former Yugoslav Republic of Macedonia","","3.0","3.0","4.0","2.0","3.0","4.0","4.0","7.0"
"133"," Timor-Leste","","","","52.0","34.0","38.0","27.0","30.0","26.0"
"166"," Togo","27.0","47.0","42.0","30.0","32.0","28.0","28.0","28.0","18.0"
"101"," Tonga","14.0","6.0","12.0","19.0","32.0","34.0","38.0","33.0","33.0"
"65"," Trinidad and Tobago","30.0","16.0","10.0","7.0","8.0","8.0","15.0","9.0","4.0"
"97"," Tunisia","7.0","9.0","5.0","4.0","3.0","4.0","4.0","6.0","2.0"
"71"," Turkey","22.0","35.0","13.0","9.0","3.0","2.0","4.0","2.0","6.0"
"111"," Turkmenistan","","8.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0"," Tuvalu","5.0","6.0","19.0","38.0","15.0","2.0","2.0","4.0","4.0"
"163"," Uganda","48.0","43.0","43.0","32.0","27.0","25.0","18.0","18.0","18.0"
"84"," Ukraine","","3.0","1.0","4.0","44.0","33.0","21.0","21.0","21.0"
"42"," United Arab Emirates","20.0","10.0","6.0","8.0","6.0","6.0","6.0","6.0","6.0"
"16"," United Kingdom","13.0","8.0","12.0","18.0","11.0","10.0","8.0","7.0","7.0"
"10"," United States","10.0","12.0","9.0","8.0","8.0","8.0","8.0","9.0","9.0"
"54"," Uruguay","3.0","10.0","11.0","5.0","5.0","5.0","4.0","4.0","4.0"
"105"," Uzbekistan","","9.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0"
"134"," Vanuatu","34.0","40.0","39.0","47.0","47.0","47.0","47.0","47.0","47.0"
"71"," Venezuela (Bolivarian Republic of)","39.0","53.0","16.0","24.0","21.0","14.0","13.0","15.0","11.0"
"115"," Viet Nam","12.0","5.0","3.0","5.0","2.0","4.0","4.0","2.0","3.0"
"168"," Yemen","31.0","60.0","29.0","24.0","27.0","29.0","29.0","22.0","25.0"
"139"," Zambia","10.0","14.0","15.0","15.0","4.0","17.0","18.0","20.0","15.0"
"154"," Zimbabwe","13.0","13.0","25.0","33.0","10.0","8.0","3.0","7.0","8.0"
""
